************************************************************
*    Row   *         i *    runnum *        fi *      fill *
************************************************************
*        0 *         1 *  14096078 *         1 *     17333 *
*        1 *         2 *  14096079 *         1 *     17333 *
*        2 *         3 *  14097026 *         2 *     17338 *
*        3 *         4 *  14097028 *         2 *     17338 *
*        4 *         5 *  14097063 *         3 *     17340 *
*        5 *         6 *  14097064 *         3 *     17340 *
*        6 *         7 *  14097065 *         3 *     17340 *
*        7 *         8 *  14097067 *         3 *     17340 *
*        8 *         9 *  14097068 *         3 *     17340 *
*        9 *        10 *  14097070 *         3 *     17340 *
*       10 *        11 *  14098002 *         3 *     17340 *
*       11 *        12 *  14098004 *         3 *     17340 *
*       12 *        13 *  14098005 *         3 *     17340 *
*       13 *        14 *  14098006 *         3 *     17340 *
*       14 *        15 *  14098007 *         3 *     17340 *
*       15 *        16 *  14098010 *         3 *     17340 *
*       16 *        17 *  14098011 *         3 *     17340 *
*       17 *        18 *  14098012 *         3 *     17340 *
*       18 *        19 *  14098013 *         3 *     17340 *
*       19 *        20 *  14098044 *         4 *     17341 *
*       20 *        21 *  14098045 *         4 *     17341 *
*       21 *        22 *  14099009 *         5 *     17345 *
*       22 *        23 *  14099010 *         5 *     17345 *
*       23 *        24 *  14099012 *         5 *     17345 *
*       24 *        25 *  14099013 *         5 *     17345 *
*       25 *        26 *  14099014 *         5 *     17345 *
*       26 *        27 *  14099015 *         5 *     17345 *
*       27 *        28 *  14099016 *         5 *     17345 *
*       28 *        29 *  14099017 *         5 *     17345 *
*       29 *        30 *  14099018 *         5 *     17345 *
*       30 *        31 *  14099019 *         5 *     17345 *
*       31 *        32 *  14099020 *         5 *     17345 *
*       32 *        33 *  14099024 *         5 *     17345 *
*       33 *        34 *  14099025 *         5 *     17345 *
*       34 *        35 *  14099027 *         5 *     17345 *
*       35 *        36 *  14099028 *         5 *     17345 *
*       36 *        37 *  14099029 *         5 *     17345 *
*       37 *        38 *  14099030 *         5 *     17345 *
*       38 *        39 *  14099031 *         5 *     17345 *
*       39 *        40 *  14099032 *         5 *     17345 *
*       40 *        41 *  14099033 *         5 *     17345 *
*       41 *        42 *  14099047 *         6 *     17346 *
*       42 *        43 *  14099048 *         6 *     17346 *
*       43 *        44 *  14099089 *         7 *     17347 *
*       44 *        45 *  14099090 *         7 *     17347 *
*       45 *        46 *  14100004 *         8 *     17352 *
*       46 *        47 *  14100006 *         8 *     17352 *
*       47 *        48 *  14100007 *         8 *     17352 *
*       48 *        49 *  14100008 *         8 *     17352 *
*       49 *        50 *  14100009 *         8 *     17352 *
*       50 *        51 *  14100011 *         8 *     17352 *
*       51 *        52 *  14100012 *         8 *     17352 *
*       52 *        53 *  14100014 *         8 *     17352 *
*       53 *        54 *  14100018 *         8 *     17352 *
*       54 *        55 *  14100019 *         8 *     17352 *
*       55 *        56 *  14100020 *         8 *     17352 *
*       56 *        57 *  14100021 *         8 *     17352 *
*       57 *        58 *  14100022 *         8 *     17352 *
*       58 *        59 *  14101035 *         9 *     17359 *
*       59 *        60 *  14104039 *        10 *     17380 *
*       60 *        61 *  14104040 *        10 *     17380 *
*       61 *        62 *  14104041 *        10 *     17380 *
*       62 *        63 *  14104042 *        10 *     17380 *
*       63 *        64 *  14104044 *        10 *     17380 *
*       64 *        65 *  14104045 *        10 *     17380 *
*       65 *        66 *  14104046 *        10 *     17380 *
*       66 *        67 *  14104047 *        10 *     17380 *
*       67 *        68 *  14104049 *        10 *     17380 *
*       68 *        69 *  14104050 *        10 *     17380 *
*       69 *        70 *  14104051 *        10 *     17380 *
*       70 *        71 *  14104053 *        10 *     17380 *
*       71 *        72 *  14104059 *        11 *     17382 *
*       72 *        73 *  14104060 *        11 *     17382 *
*       73 *        74 *  14104061 *        11 *     17382 *
*       74 *        75 *  14104062 *        11 *     17382 *
*       75 *        76 *  14104063 *        11 *     17382 *
*       76 *        77 *  14105001 *        11 *     17382 *
*       77 *        78 *  14105002 *        11 *     17382 *
*       78 *        79 *  14105006 *        11 *     17382 *
*       79 *        80 *  14105007 *        11 *     17382 *
*       80 *        81 *  14105008 *        11 *     17382 *
*       81 *        82 *  14105009 *        11 *     17382 *
*       82 *        83 *  14105010 *        11 *     17382 *
*       83 *        84 *  14105011 *        11 *     17382 *
*       84 *        85 *  14105013 *        11 *     17382 *
*       85 *        86 *  14105014 *        11 *     17382 *
*       86 *        87 *  14105015 *        11 *     17382 *
*       87 *        88 *  14105016 *        11 *     17382 *
*       88 *        89 *  14105019 *        12 *     17384 *
*       89 *        90 *  14105020 *        12 *     17384 *
*       90 *        91 *  14105021 *        12 *     17384 *
*       91 *        92 *  14105022 *        12 *     17384 *
*       92 *        93 *  14105023 *        12 *     17384 *
*       93 *        94 *  14105024 *        12 *     17384 *
*       94 *        95 *  14105025 *        12 *     17384 *
*       95 *        96 *  14105026 *        12 *     17384 *
*       96 *        97 *  14105029 *        12 *     17384 *
*       97 *        98 *  14105030 *        12 *     17384 *
*       98 *        99 *  14105031 *        12 *     17384 *
*       99 *       100 *  14105032 *        12 *     17384 *
*      100 *       101 *  14105033 *        12 *     17384 *
*      101 *       102 *  14105034 *        12 *     17384 *
*      102 *       103 *  14105035 *        12 *     17384 *
*      103 *       104 *  14105036 *        12 *     17384 *
*      104 *       105 *  14105037 *        12 *     17384 *
*      105 *       106 *  14105038 *        12 *     17384 *
*      106 *       107 *  14105039 *        12 *     17384 *
*      107 *       108 *  14105043 *        13 *     17389 *
*      108 *       109 *  14106002 *        13 *     17389 *
*      109 *       110 *  14106003 *        13 *     17389 *
*      110 *       111 *  14106004 *        13 *     17389 *
*      111 *       112 *  14106005 *        13 *     17389 *
*      112 *       113 *  14106006 *        13 *     17389 *
*      113 *       114 *  14106007 *        13 *     17389 *
*      114 *       115 *  14106008 *        13 *     17389 *
*      115 *       116 *  14106014 *        14 *     17391 *
*      116 *       117 *  14106030 *        14 *     17391 *
*      117 *       118 *  14106031 *        14 *     17391 *
*      118 *       119 *  14106032 *        14 *     17391 *
*      119 *       120 *  14106033 *        14 *     17391 *
*      120 *       121 *  14106034 *        14 *     17391 *
*      121 *       122 *  14106035 *        14 *     17391 *
*      122 *       123 *  14106036 *        14 *     17391 *
*      123 *       124 *  14106037 *        14 *     17391 *
*      124 *       125 *  14106039 *        14 *     17391 *
*      125 *       126 *  14106040 *        14 *     17391 *
*      126 *       127 *  14106041 *        14 *     17391 *
*      127 *       128 *  14106042 *        14 *     17391 *
*      128 *       129 *  14106043 *        14 *     17391 *
*      129 *       130 *  14107015 *        15 *     17394 *
*      130 *       131 *  14107016 *        15 *     17394 *
*      131 *       132 *  14107017 *        15 *     17394 *
*      132 *       133 *  14107018 *        15 *     17394 *
*      133 *       134 *  14107133 *        16 *     17396 *
*      134 *       135 *  14107134 *        16 *     17396 *
*      135 *       136 *  14107139 *        16 *     17396 *
*      136 *       137 *  14107141 *        16 *     17396 *
*      137 *       138 *  14107142 *        16 *     17396 *
*      138 *       139 *  14107144 *        16 *     17396 *
*      139 *       140 *  14108001 *        16 *     17396 *
*      140 *       141 *  14108002 *        16 *     17396 *
*      141 *       142 *  14108003 *        16 *     17396 *
*      142 *       143 *  14108005 *        16 *     17396 *
*      143 *       144 *  14108006 *        16 *     17396 *
*      144 *       145 *  14108007 *        16 *     17396 *
*      145 *       146 *  14108008 *        16 *     17396 *
*      146 *       147 *  14108013 *        16 *     17396 *
*      147 *       148 *  14108014 *        16 *     17396 *
*      148 *       149 *  14108015 *        16 *     17396 *
*      149 *       150 *  14108016 *        16 *     17396 *
*      150 *       151 *  14108017 *        16 *     17396 *
*      151 *       152 *  14108018 *        16 *     17396 *
*      152 *       153 *  14108019 *        16 *     17396 *
*      153 *       154 *  14108059 *        17 *     17399 *
*      154 *       155 *  14108073 *        17 *     17399 *
*      155 *       156 *  14108075 *        17 *     17399 *
*      156 *       157 *  14108077 *        17 *     17399 *
*      157 *       158 *  14108078 *        17 *     17399 *
*      158 *       159 *  14108079 *        17 *     17399 *
*      159 *       160 *  14108080 *        17 *     17399 *
*      160 *       161 *  14108081 *        17 *     17399 *
*      161 *       162 *  14108082 *        17 *     17399 *
*      162 *       163 *  14108083 *        17 *     17399 *
*      163 *       164 *  14108084 *        17 *     17399 *
*      164 *       165 *  14108085 *        17 *     17399 *
*      165 *       166 *  14108086 *        17 *     17399 *
*      166 *       167 *  14108091 *        17 *     17399 *
*      167 *       168 *  14108092 *        17 *     17399 *
*      168 *       169 *  14108095 *        17 *     17399 *
*      169 *       170 *  14108096 *        17 *     17399 *
*      170 *       171 *  14108097 *        17 *     17399 *
*      171 *       172 *  14109012 *        18 *     17402 *
*      172 *       173 *  14109013 *        18 *     17402 *
*      173 *       174 *  14109014 *        18 *     17402 *
*      174 *       175 *  14109015 *        18 *     17402 *
*      175 *       176 *  14109016 *        18 *     17402 *
*      176 *       177 *  14109017 *        18 *     17402 *
*      177 *       178 *  14109018 *        18 *     17402 *
*      178 *       179 *  14109019 *        18 *     17402 *
*      179 *       180 *  14109020 *        18 *     17402 *
*      180 *       181 *  14109021 *        18 *     17402 *
*      181 *       182 *  14109022 *        18 *     17402 *
*      182 *       183 *  14109023 *        18 *     17402 *
*      183 *       184 *  14109024 *        18 *     17402 *
*      184 *       185 *  14109025 *        18 *     17402 *
*      185 *       186 *  14109026 *        18 *     17402 *
*      186 *       187 *  14109027 *        18 *     17402 *
*      187 *       188 *  14109028 *        18 *     17402 *
*      188 *       189 *  14109030 *        18 *     17402 *
*      189 *       190 *  14109045 *        19 *     17403 *
*      190 *       191 *  14109046 *        19 *     17403 *
*      191 *       192 *  14109047 *        19 *     17403 *
*      192 *       193 *  14109082 *        20 *     17405 *
*      193 *       194 *  14110003 *        21 *     17406 *
*      194 *       195 *  14110004 *        21 *     17406 *
*      195 *       196 *  14110005 *        21 *     17406 *
*      196 *       197 *  14110007 *        21 *     17406 *
*      197 *       198 *  14110009 *        21 *     17406 *
*      198 *       199 *  14110012 *        21 *     17406 *
*      199 *       200 *  14110013 *        21 *     17406 *
*      200 *       201 *  14110014 *        21 *     17406 *
*      201 *       202 *  14110018 *        21 *     17406 *
*      202 *       203 *  14110019 *        21 *     17406 *
*      203 *       204 *  14110020 *        21 *     17406 *
*      204 *       205 *  14110021 *        21 *     17406 *
*      205 *       206 *  14110022 *        21 *     17406 *
*      206 *       207 *  14110023 *        21 *     17406 *
*      207 *       208 *  14110024 *        21 *     17406 *
*      208 *       209 *  14110025 *        21 *     17406 *
*      209 *       210 *  14110026 *        21 *     17406 *
*      210 *       211 *  14110027 *        21 *     17406 *
*      211 *       212 *  14110041 *        22 *     17407 *
*      212 *       213 *  14110044 *        22 *     17407 *
*      213 *       214 *  14110045 *        22 *     17407 *
*      214 *       215 *  14110046 *        22 *     17407 *
*      215 *       216 *  14110047 *        22 *     17407 *
*      216 *       217 *  14110048 *        22 *     17407 *
*      217 *       218 *  14110050 *        22 *     17407 *
*      218 *       219 *  14110051 *        22 *     17407 *
*      219 *       220 *  14110053 *        22 *     17407 *
*      220 *       221 *  14110054 *        22 *     17407 *
*      221 *       222 *  14110055 *        22 *     17407 *
*      222 *       223 *  14110056 *        22 *     17407 *
*      223 *       224 *  14110057 *        22 *     17407 *
*      224 *       225 *  14110058 *        22 *     17407 *
*      225 *       226 *  14110059 *        22 *     17407 *
*      226 *       227 *  14110060 *        22 *     17407 *
*      227 *       228 *  14110061 *        22 *     17407 *
*      228 *       229 *  14110062 *        22 *     17407 *
*      229 *       230 *  14110064 *        22 *     17407 *
*      230 *       231 *  14110065 *        22 *     17407 *
*      231 *       232 *  14111035 *        23 *     17409 *
*      232 *       233 *  14111036 *        23 *     17409 *
*      233 *       234 *  14111037 *        23 *     17409 *
*      234 *       235 *  14111038 *        23 *     17409 *
*      235 *       236 *  14111046 *        24 *     17410 *
*      236 *       237 *  14111047 *        24 *     17410 *
*      237 *       238 *  14111048 *        24 *     17410 *
*      238 *       239 *  14111068 *        24 *     17410 *
*      239 *       240 *  14111070 *        24 *     17410 *
*      240 *       241 *  14112024 *        25 *     17414 *
*      241 *       242 *  14112025 *        25 *     17414 *
*      242 *       243 *  14112032 *        25 *     17414 *
*      243 *       244 *  14112033 *        25 *     17414 *
*      244 *       245 *  14112034 *        25 *     17414 *
