14096078 7 17333 759 97995.000000 11.626658 65012.000000 1.000000 56704.000000 9.390763 64891.000000 1.000000 64073.000000 4.024612 46717.000000 1.000000 3203.000000 2414.767578 16884.000000 1.000000 3395.000000 416413.250000 00000000
14096079 8 17333 458 83763.000000 11.175345 113074.000000 1.000000 52976.000000 9.026241 115980.000000 1.000000 66572.000000 3.868389 97854.000000 1.000000 2573.000000 2321.033447 12986.000000 1.000000 3263.000000 400249.312500 00000000
14097026 10 17338 1633 252094.000000 9.767884 137438.000000 1.000000 151129.000000 7.889444 147709.000000 1.000000 157944.000000 3.381191 90368.000000 1.000000 8322.000000 2028.714478 33673.000000 1.000000 9795.000000 349840.531250 00000000
14097028 11 17338 594 92482.000000 9.292539 47607.000000 1.000000 56163.000000 7.505512 51888.000000 1.000000 57353.000000 3.216648 30883.000000 1.000000 3083.000000 1929.988892 11739.000000 1.000000 4103.000000 332815.843750 00000000
14097063 14 17340 1028 196377.000000 14.414046 151049.000000 1.000000 111368.000000 11.642115 158192.000000 1.000000 114510.000000 4.989477 96064.000000 1.000000 6053.000000 2993.686523 51888.000000 1.000000 7026.000000 516244.593750 00000000
14097064 15 17340 1361 262634.000000 13.864258 199306.000000 1.000000 148217.000000 11.198054 202510.000000 1.000000 157320.000000 4.799166 131700.000000 1.000000 8117.000000 2879.499756 63858.000000 1.000000 9862.000000 496553.750000 00000000
14097065 16 17340 1691 318833.000000 13.250134 225702.000000 1.000000 185201.000000 10.702031 239995.000000 1.000000 186993.000000 4.586585 143914.000000 1.000000 10137.000000 2751.950928 71858.000000 1.000000 12021.000000 474558.656250 00000000
14097067 18 17340 1131 206904.000000 12.463650 214018.000000 1.000000 124251.000000 10.066794 222177.000000 1.000000 121375.000000 4.314340 88340.000000 1.000000 6421.000000 2588.604248 40150.000000 1.000000 8032.000000 446390.406250 00000000
14097068 19 17340 1355 209893.000000 12.127635 135656.000000 1.000000 120399.000000 9.795398 143294.000000 1.000000 130312.000000 4.198028 91628.000000 1.000000 6701.000000 2518.816650 39687.000000 1.000000 6575.000000 434355.906250 00000000
14097070 20 17340 1562 265048.000000 11.753366 167102.000000 1.000000 153158.000000 9.493103 178175.000000 1.000000 169832.000000 4.068472 115396.000000 1.000000 8579.000000 2441.083496 46232.000000 1.000000 10775.000000 420951.312500 00000000
14098002 22 17340 1051 179544.000000 11.389491 181943.000000 1.000000 99677.000000 9.199204 112842.000000 1.000000 130550.000000 3.942516 149676.000000 1.000000 5575.000000 2365.509766 28359.000000 1.000000 7322.000000 407919.000000 00000000
14098004 24 17340 576 95949.000000 11.156084 58107.000000 1.000000 56199.000000 9.010684 62440.000000 1.000000 61501.000000 3.861722 40090.000000 1.000000 3138.000000 2317.032959 15308.000000 1.000000 4217.000000 399559.437500 00000000
14098005 25 17340 552 93233.000000 11.003664 55896.000000 1.000000 54903.000000 8.887575 60224.000000 1.000000 58956.000000 3.808961 37900.000000 1.000000 3059.000000 2285.376465 14726.000000 1.000000 3834.000000 394100.468750 00000000
14098006 26 17340 1332 225978.000000 10.725490 189781.000000 1.000000 136277.000000 8.662895 195898.000000 1.000000 141378.000000 3.712669 91440.000000 1.000000 7274.000000 2227.601807 33625.000000 1.000000 9488.000000 384137.562500 00000000
14098007 27 17340 1173 175657.000000 10.620982 100931.000000 1.000000 102602.000000 8.578486 108010.000000 1.000000 113358.000000 3.676494 69646.000000 1.000000 5771.000000 2205.896484 26537.000000 1.000000 6558.000000 380394.562500 00000000
14098010 29 17340 1619 249297.000000 10.241326 138986.000000 1.000000 148611.000000 8.271841 150753.000000 1.000000 157328.000000 3.545074 93524.000000 1.000000 8310.000000 2127.044678 35449.000000 1.000000 10193.000000 366797.062500 00000000
14098011 30 17340 1006 171528.000000 10.057503 173405.000000 1.000000 108487.000000 8.123367 181156.000000 1.000000 102093.000000 3.481443 59541.000000 1.000000 5467.000000 2088.865723 22990.000000 1.000000 7212.000000 360213.312500 00000000
14098012 31 17340 1543 254610.000000 9.890899 153719.000000 1.000000 153158.000000 7.988802 164807.000000 1.000000 159218.000000 3.423773 91647.000000 1.000000 8357.000000 2054.263672 34700.000000 1.000000 11158.000000 354246.343750 00000000
14098013 32 17340 1540 256609.000000 9.703022 287552.000000 1.000000 162792.000000 7.837057 292995.000000 1.000000 202384.000000 3.358739 247606.000000 1.000000 8042.000000 2015.243164 31590.000000 1.000000 10558.000000 347517.500000 00000000
14098044 35 17341 904 108793.000000 7.251257 46657.000000 1.000000 95482.000000 3.904523 47450.000000 1.000000 125110.000000 1.673367 37312.000000 1.000000 3736.000000 1506.030396 7965.000000 1.000000 6344.000000 259706.578125 00000000
14098045 36 17341 926 285865.000000 7.193113 149695.000000 1.000000 158050.000000 3.873214 136240.000000 1.000000 126566.000000 1.659949 36242.000000 1.000000 4505.000000 1493.954224 39609.000000 1.000000 6491.000000 257624.093750 00000000
