 1363893050 80.5908564815  0.000000 
 1363893353 80.5943634259  0.000000 
 1363893656 80.5978703704  0.000000 
 1363893959 80.6013773148  0.000000 
 1363894266 80.6049305556  0.000000 
 1363894872 80.6119444444  0.000000 
 1363895175 80.6154513889  0.000000 
 1363895479 80.6189699074  0.000000 
 1363895785 80.6225115741  0.000000 
 1363896088 80.6260185185  0.000000 
 1363896392 80.629537037  0.000000 
 1363897000 80.6365740741  0.000000 
 1363897303 80.6400810185  0.000000 
 1363897606 80.643587963  0.000000 
 1363897909 80.6470949074  0.000000 
 1363898214 80.650625  0.000000 
 1363898821 80.657650463  0.000000 
 1363899124 80.6611574074  0.000000 
 1363899427 80.6646643519  0.000000 
 1363899731 80.6681828704  0.000000 
 1363900034 80.6716898148  0.000000 
 1363900641 80.6787152778  0.000000 
 1363900944 80.6822222222  0.000000 
 1363901248 80.6857407407  0.000000 
 1363901857 80.6927893519  0.000000 
 1363902160 80.6962962963  0.000000 
 1363902463 80.6998032407  0.000000 
 1363902766 80.7033101852  0.000000 
 1363903069 80.7068171296  0.000000 
 1363903676 80.7138425926  0.000000 
 1363903983 80.7173958333  0.000000 
 1363904286 80.7209027778  0.000000 
 1363904591 80.7244328704  0.000000 
 1363905198 80.7314583333  0.000000 
 1363905501 80.7349652778  0.000000 
 1363905804 80.7384722222  0.000000 
 1363906107 80.7419791667  0.000000 
 1363906410 80.7454861111  0.000000 
 1363906713 80.7489930556  0.000000 
 1363907320 80.7560185185  0.000000 
 1363907623 80.759525463  0.000000 
 1363907927 80.7630439815  0.000000 
 1363908230 80.7665509259  0.000000 
 1363908533 80.7700578704  0.000000 
 1363908837 80.7735763889  0.000000 
 1363909443 80.7805902778  0.000000 
 1363909746 80.7840972222  0.000000 
 1363910049 80.7876041667  0.000000 
 1363910352 80.7911111111  0.000000 
 1363910655 80.7946180556  0.000000 
 1363911261 80.8016319444  111.791227 
 1363911564 80.8051388889  99.490656 
 1363911868 80.8086574074  0.000000 
 1363912173 80.8121875  0.000000 
 1363912477 80.8157060185  111.077528 
 1363912780 80.819212963  0.000000 
 1363913386 80.8262268519  0.000000 
 1363913689 80.8297337963  0.000000 
 1363913992 80.8332407407  88.997726 
 1363914295 80.8367476852  71.343853 
 1363914598 80.8402546296  62.782381 
 1363915204 80.8472685185  54.567740 
 1363915507 80.850775463  0.000000 
 1363915811 80.8542939815  0.000000 
 1363916114 80.8578009259  0.000000 
 1363916417 80.8613078704  0.000000 
 1363916721 80.8648263889  556.464985 
 1363917327 80.8718402778  142.822426 
 1363917630 80.8753472222  133.884856 
 1363917933 80.8788541667  153.499437 
 1363918237 80.8823726852  177.546435 
 1363918541 80.8858912037  0.000000 
 1363918849 80.8894560185  0.000000 
 1363919467 80.8966087963  0.000000 
 1363919770 80.9001157407  0.000000 
 1363920079 80.9036921296  0.000000 
 1363920382 80.9071990741  73.912762 
 1363920685 80.9107060185  70.714198 
 1363920989 80.914224537  0.000000 
 1363921596 80.92125  1203.631126 
 1363921901 80.9247800926  0.000000 
 1363922204 80.928287037  0.000000 
 1363922508 80.9318055556  0.000000 
 1363922811 80.9353125  186.542794 
 1363923417 80.9423263889  16268.307820 
 1363923721 80.9458449074  0.000000 
 1363924024 80.9493518519  0.000000 
 1363924328 80.9528703704  0.000000 
 1363924631 80.9563773148  0.000000 
 1363924935 80.9598958333  0.000000 
 1363925542 80.9669212963  122.106523 
 1363925845 80.9704282407  111.255641 
 1363926148 80.9739351852  104.849814 
 1363926452 80.9774537037  98.517882 
 1363927060 80.9844907407  158.850579 
 1363927363 80.9879976852  156.027543 
 1363927668 80.9915277778  153.599892 
 1363927971 80.9950347222  0.000000 
 1363928274 80.9985416667  0.000000 
 1363928579 81.0020717593  0.000000 
 1363929186 81.0090972222  217.107483 
 1363929490 81.0126157407  150.672012 
 1363929793 81.0161226852  0.000000 
 1363930096 81.0196296296  0.000000 
 1363930400 81.0231481481  0.000000 
 1363931007 81.0301736111  14203.284212 
 1363931310 81.0336805556  14691.847189 
 1363931615 81.0372106481  14715.098582 
 1363931918 81.0407175926  14034.906990 
 1363932221 81.044224537  13912.787614 
 1363932524 81.0477314815  13840.339372 
 1363933130 81.0547453704  13355.844089 
 1363933434 81.0582638889  13241.352419 
 1363933739 81.0617939815  13083.479106 
 1363934042 81.0653009259  12990.104559 
 1363934346 81.0688194444  12853.726261 
 1363934952 81.0758333333  12724.575327 
 1363935255 81.0793402778  12622.285992 
 1363935558 81.0828472222  12572.689689 
 1363935862 81.0863657407  12517.178047 
 1363936165 81.0898726852  12448.284246 
 1363936772 81.0968981481  12371.412283 
 1363937075 81.1004050926  12348.702521 
 1363937379 81.1039236111  12315.974224 
 1363937682 81.1074305556  12358.267086 
 1363937986 81.1109490741  12321.986842 
 1363938593 81.117974537  12274.275017 
 1363938896 81.1214814815  12217.236836 
 1363939199 81.1249884259  12217.392732 
 1363939503 81.1285069444  12150.429554 
 1363939808 81.132037037  12136.907711 
 1363940112 81.1355555556  12107.000518 
 1363940718 81.1425694444  12087.559595 
 1363941021 81.1460763889  12051.611099 
 1363941324 81.1495833333  12100.725994 
 1363941627 81.1530902778  12086.119111 
 1363941930 81.1565972222  12087.956196 
 1363942539 81.1636458333  12027.861196 
 1363942842 81.1671527778  12005.945883 
 1363943146 81.1706712963  11989.100326 
 1363943449 81.1741782407  11977.234728 
 1363943752 81.1776851852  11988.656333 
 1363944360 81.1847222222  11948.420058 
 1363944663 81.1882291667  11961.141216 
 1363944966 81.1917361111  11946.691477 
 1363945270 81.1952546296  11921.078298 
 1363945573 81.1987615741  11900.719457 
 1363946180 81.205787037  11889.825406 
 1363946483 81.2092939815  11876.135195 
 1363946788 81.2128240741  0.000000 
 1363947091 81.2163310185  0.000000 
 1363947395 81.219849537  0.000000 
 1363947699 81.2233680556  0.000000 
 1363948306 81.2303935185  0.000000 
 1363948609 81.233900463  0.000000 
 1363948912 81.2374074074  0.000000 
 1363949215 81.2409143519  0.000000 
 1363949518 81.2444212963  0.000000 
 1363950124 81.2514351852  0.000000 
 1363950428 81.2549537037  0.000000 
 1363950731 81.2584606481  0.000000 
 1363951035 81.2619791667  0.000000 
 1363951338 81.2654861111  0.000000 
 1363951641 81.2689930556  0.000000 
 1363952247 81.2760069444  0.000000 
 1363952550 81.2795138889  0.000000 
 1363952854 81.2830324074  0.000000 
 1363953157 81.2865393519  0.000000 
 1363953461 81.2900578704  0.000000 
 1363953765 81.2935763889  0.000000 
